data,data_prev,codigo,valor,atencao,alerta,inundacao,unidade,qualityVerified,cod,dt,cota
2024-12-25 00:00:00+00:00,2024-12-21 14:25:13.434169+00:00,hybas_6120708840,47.255558013916016,143.71627807617188,232.0257110595703,374.08966064453125,CUBIC_METERS_PER_SECOND,False,41195050,2024-12-25,228.0
2024-12-26 00:00:00+00:00,2024-12-21 14:25:13.434169+00:00,hybas_6120708840,42.16095733642578,143.71627807617188,232.0257110595703,374.08966064453125,CUBIC_METERS_PER_SECOND,False,41195050,2024-12-26,217.0
2024-12-27 00:00:00+00:00,2024-12-21 14:25:13.434169+00:00,hybas_6120708840,34.804447174072266,143.71627807617188,232.0257110595703,374.08966064453125,CUBIC_METERS_PER_SECOND,False,41195050,2024-12-27,200.0
2024-12-28 00:00:00+00:00,2024-12-21 14:25:13.434169+00:00,hybas_6120708840,30.307668685913086,143.71627807617188,232.0257110595703,374.08966064453125,CUBIC_METERS_PER_SECOND,False,41195050,2024-12-28,190.0
2024-12-20 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,28.87881088256836,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-20,186.0
2024-12-21 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,30.890336990356445,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-21,191.0
2024-12-22 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,38.45430374145508,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-22,206.0
2024-12-23 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,43.824127197265625,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-23,217.0
2024-12-24 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,49.64630889892578,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-24,228.0
2024-12-25 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,56.55672073364258,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-25,240.0
2024-12-26 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,56.43151092529297,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-26,240.0
2024-12-27 00:00:00+00:00,2024-12-21 13:53:51.946579+00:00,hybas_6120705740,52.293392181396484,193.73597717285156,312.7176818847656,505.9240417480469,CUBIC_METERS_PER_SECOND,False,41200430,2024-12-27,232.0
